detect_id,process_id,filename,datetime,person_detection_result_path,clothing_detection_result_path,save_result_name,process_type736de679-5146-4982-8210-b18490f22d9e,382f2bc9-6470-4ca1-b9b5-0696e200f712,testvideo.mp4,2025-09-05 09:20:52,../resources/result_prediction/people_detection/,../resources/result_prediction/clothing_detection/,detect,detect-scan
4c2eaba2-4d11-40e1-8aaf-49f4edd26a93,244d6f10-5a2e-43f6-a332-caac7e2728fe,4p-c0-new.mp4,2025-09-10 20:47:29,../../resources\result_prediction\people_detection\results_people_detection_20250907_1.json,../../resources\result_prediction\clothing_detection\results_clothing_detection_20250907_1.json,detect,normal_detection
31ae1323-7e28-4a31-8b67-a8b0b31e31c6,ff2580d8-0181-42d6-8405-cebeebfb36a8,4p-c0-new.mp4,2025-09-10 21:09:24,../../resources\result_prediction\people_detection\results_people_detection_20250907_1.json,../../resources\result_prediction\clothing_detection\results_clothing_detection_20250907_1.json,detect,normal_detection
73121705-8ef0-4e78-a7dd-3d0a6461342a,4e3c1437-d753-4064-ba1d-bd5b3d0d190d,4p-c0-new.mp4,2025-09-10 21:11:42,../../resources\result_prediction\people_detection\results_people_detection_20250907_1.json,../../resources\result_prediction\clothing_detection\results_clothing_detection_20250907_1.json,detect,normal_detection
218f6422-0b45-4ab5-bafb-5596d2e5a9d4,ccd07be1-d4bb-4b17-beba-8d57b0178fde,4p-c0-new.mp4,2025-09-10 21:17:48,../../resources\result_prediction\people_detection\results_people_detection_20250907_1.json,../../resources\result_prediction\clothing_detection\results_clothing_detection_20250907_1.json,detect,normal_detection
5c0022ce-1989-418f-a9ca-81919120cf83,16041b2b-e339-490c-a026-aca90230c054,4p-c0-new.mp4,2025-09-10 21:19:19,../../resources\result_prediction\people_detection\results_people_detection_20250907_1.json,../../resources\result_prediction\clothing_detection\results_clothing_detection_20250907_1.json,detect,normal_detection
5d1932f8-856a-4f16-b147-2214be4fc4af,c1835612-e119-40f2-b741-1d2fa90caece,4p-c0-new.mp4,2025-09-10 21:20:12,../../resources\result_prediction\people_detection\results_people_detection_20250907_1.json,../../resources\result_prediction\clothing_detection\results_clothing_detection_20250907_1.json,detect,normal_detection
1ba59ae2-01f8-4653-a1fb-9593bb8b762f,cb3328cd-d73e-43c3-8275-862e1953fba1,4p-c0-new.mp4,2025-09-10 21:23:25,../../resources\result_prediction\people_detection\results_people_detection_20250907_1.json,../../resources\result_prediction\clothing_detection\results_clothing_detection_20250907_1.json,detect,normal_detection
0ea72184-5a30-4390-8658-69ff944595cf,f00f0aa3-5567-43df-a4f2-9c60c6671cb9,4p-c0-new.mp4,2025-09-10 21:25:08,../../resources\result_prediction\people_detection\results_people_detection_20250907_1.json,../../resources\result_prediction\clothing_detection\results_clothing_detection_20250907_1.json,detect,normal_detection
35e0b7af-1893-40d6-a682-e24dbc91809d,0f3431a5-8a39-4728-982b-1f36edb2b9a7,4p-c0-new.mp4,2025-09-10 21:27:04,../../resources\result_prediction\people_detection\results_people_detection_20250907_1.json,../../resources\result_prediction\clothing_detection\results_clothing_detection_20250907_1.json,detect,normal_detection
39e301ea-0524-4a9f-8451-3d571ef801e0,ee941966-7c53-40d5-8695-90277b0a5b7f,4p-c0-new.mp4,2025-09-10 21:28:33,../../resources\result_prediction\people_detection\results_people_detection_20250907_1.json,../../resources\result_prediction\clothing_detection\results_clothing_detection_20250907_1.json,detect,normal_detection
57e24671-26d9-4e12-8768-57af6784511d,b1781c06-b9b5-4f11-b3c8-31db22c2f9e4,4p-c0-new.mp4,2025-09-10 21:29:45,../../resources\result_prediction\people_detection\results_people_detection_20250907_1.json,../../resources\result_prediction\clothing_detection\results_clothing_detection_20250907_1.json,detect,normal_detection
61f9926f-eacd-434a-9035-d0645ef2c0bf,cf4bcd3f-7d68-45a7-8a0c-ee681cbb1ee2,4p-c0-new.mp4,2025-09-10 21:31:31,../../resources\result_prediction\people_detection\results_people_detection_20250907_1.json,../../resources\result_prediction\clothing_detection\results_clothing_detection_20250907_1.json,detect,normal_detection
51ceadbb-2bc9-4e5b-ae93-0c92049cdde7,2844ca36-bf4b-453e-beea-ca634aee8d91,4p-c0-new.mp4,2025-09-10 21:32:25,../../resources\result_prediction\people_detection\results_people_detection_20250907_1.json,../../resources\result_prediction\clothing_detection\results_clothing_detection_20250907_1.json,detect,normal_detection
c3993aef-c174-4393-9e19-3ce1d9c5fdd3,b2be50af-f0d2-4fc0-b693-17053468eb07,4p-c0-new.mp4,2025-09-10 21:33:18,../../resources\result_prediction\people_detection\results_people_detection_20250907_1.json,../../resources\result_prediction\clothing_detection\results_clothing_detection_20250907_1.json,detect,normal_detection
00b8baff-12a3-495f-9d84-d9c34ec4b777,cde661e1-c7fb-433f-955c-56840d568d88,4p-c0-new.mp4,2025-09-10 21:33:45,../../resources\result_prediction\people_detection\results_people_detection_20250907_1.json,../../resources\result_prediction\clothing_detection\results_clothing_detection_20250907_1.json,detect,normal_detection
